570306133677760513,@VirginAmerica What @dhepburn said.,neutral,Virgin America
570301083672813571,@VirginAmerica I didn't today... Must mean I need to take another trip!,neutral,Virgin America
570300616901320704,"@VirginAmerica yes, nearly every time I fly VX this “ear worm” won’t go away :)",positive,Virgin America
570300248553349120,"@VirginAmerica Really missed a prime opportunity for Men Without Hats parody, there. https://t.co/mWpG7grEZP",neutral,Virgin America
570299953286942721,"@virginamerica Well, I didn't…but NOW I DO! :-D",positive,Virgin America
570294189143031808,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24,neutral,Virgin America
570287408438120448,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,positive,Virgin America
570285904809598977,@VirginAmerica Thanks!,positive,Virgin America
570282469121007616,@VirginAmerica SFO-PDX schedule is still MIA.,negative,Virgin America
570277724385734656,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,positive,Virgin America
570270684619923457,I ❤️ flying @VirginAmerica. ☺️👍,positive,Virgin America
570267956648792064,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,positive,Virgin America
570264145116819457,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,positive,Virgin America
570259420287868928,@VirginAmerica I love the hipster innovation. You are a feel good brand.,positive,Virgin America
570258822297579520,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,neutral,Virgin America
570256553502068736,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,negative,Virgin America
570249102404923392,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,negative,Virgin America
570217831557677057,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,neutral,Virgin America
570207886493782019,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,negative,Virgin America
570094701371469825,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,neutral,Virgin America
570084582780899328,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",negative,Virgin America
570076792993611776,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,positive,Virgin America
570051991277342720,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,neutral,Virgin America
570051381534396416,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,positive,Virgin America
570045393565691904,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",positive,Virgin America
570038941497192448,@VirginAmerica when can I book my flight to Hawaii??,neutral,Virgin America
570035876845084672,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,negative,Virgin America
570033593394667521,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",positive,Virgin America
570025482344898560,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",negative,Virgin America
570016304284901379,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,neutral,Virgin America
570015408788414464,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,neutral,Virgin America
570013523650048002,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,neutral,Virgin America
570012257549070337,@VirginAmerica I'm #elevategold for a good reason: you rock!!,positive,Virgin America
570011341483843584,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,neutral,Virgin America
570010571707256832,@VirginAmerica wow this just blew my mind,positive,Virgin America
570010539499393025,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,neutral,Virgin America
570009713447825408,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,neutral,Virgin America
570004391731847169,@VirginAmerica wish you flew out of Atlanta... Soon?,neutral,Virgin America
570001194900426752,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,neutral,Virgin America
570000071644872704,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,neutral,Virgin America
569996412286582784,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,negative,Virgin America
569989504431316993,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,neutral,Virgin America
569989034501500928,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,negative,Virgin America
569987622484848640,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",neutral,Virgin America
569986782567071744,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",neutral,Virgin America
569982307634794497,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,neutral,Virgin America
569976620158578688,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,negative,Virgin America
569972508499283968,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,positive,Virgin America
569967019958730753,@VirginAmerica everything was fine until you lost my bag,negative,Virgin America
569949891163615232,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,neutral,Virgin America
569948966873370625,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",neutral,Virgin America
569942903683813376,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",positive,Virgin America
569941957490774016,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,positive,Virgin America
569940834994401280,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",neutral,Virgin America
569940323746516993,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,neutral,Virgin America
569935232033366017,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,negative,Virgin America
569934395865493504,@VirginAmerica what happened to Doom?!,neutral,Virgin America
569933816963342337,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,negative,Virgin America
569933777931145216,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,positive,Virgin America
569933405506310144,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and late :(,negative,Virgin America
569933360564342784,@VirginAmerica I have no interesting flying with you after this. I will cancel my next four flights I planned.#neverflyvirginforbusiness,negative,Virgin America
569929243146088448,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,negative,Virgin America
569926998824394752,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,negative,Virgin America
569923394990419968,@VirginAmerica Can't bring up my reservation online using booking code,neutral,Virgin America
569922008588222465,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,neutral,Virgin America
569920824905306113,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,neutral,Virgin America
569919041244147712,@VirginAmerica Why is the site down?  When will it be back up?,negative,Virgin America
569911816937033728,@VirginAmerica I like the TV and interesting video . Just disappointed in cancelled flight when other flights went out to jfk on Saturday .,negative,Virgin America
569911674158731264,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no late bag check is not business travel friendly #nomorevirgin",negative,Virgin America
569911218942517248,@VirginAmerica why is flight 345 redirected?,neutral,Virgin America
569910981868060673,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",negative,Virgin America
569909224521641984,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,negative,Virgin America
569907336485019648,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,negative,Virgin America
569896805611089920,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,negative,Virgin America
569894449620369408,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,negative,Virgin America
569894407001939968,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,neutral,Virgin America
569892199690678272,@VirginAmerica why must a traveler miss a flight to late check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,negative,Virgin America
569891469210755074,@VirginAmerica check out new music http://t.co/maRcnOCWzn,neutral,Virgin America
569891436100874241,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,negative,Virgin America
569887310713479168,@VirginAmerica your no late bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,negative,Virgin America
569887049446076416,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",positive,Virgin America
569873669700358144,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",positive,Virgin America
569873668131717120,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",neutral,Virgin America
569873665640292353,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",positive,Virgin America
569873664612704256,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",neutral,Virgin America
569872058613673984,@VirginAmerica Have a great week 🌞✈,positive,Virgin America
569861209781989377,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,positive,Virgin America
569847920192655361,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",negative,Virgin America
569814339785338880,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",positive,Virgin America
569777607371128834,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,positive,Virgin America
569774078233419776,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,positive,Virgin America
569770363623575552,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",positive,Virgin America
569748316776325120,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,negative,Virgin America
569741221783957504,"@VirginAmerica And now the flight booking site is totally down. Folks, what is the problem?",negative,Virgin America
569737603617943552,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,negative,Virgin America
569714127792254976,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,positive,Virgin America
569675144353828864,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,positive,Virgin America
569666477265018881,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,negative,Virgin America
569652497947734017,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,positive,Virgin America
569649116487290880,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,neutral,Virgin America
569643262459269120,@VirginAmerica is flight 882 cancelled and what do I do if it is?,neutral,Virgin America
569634318349246464,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,negative,Virgin America
569633630978310145,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,neutral,Virgin America
569633279546036224,@VirginAmerica @ChrysiChrysic your assistance yesterday when u cancelled our flight was to give us a hotel hotline  Shame on you!,negative,Virgin America
569630092273410048,@VirginAmerica Another delayed flight? #likingyoulessandless,negative,Virgin America
569625739231948800,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,positive,Virgin America
569625609799774208,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",neutral,Virgin America
569620102389350401,@VirginAmerica always!!! Xoxo,positive,Virgin America
569619569372823552,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,negative,Virgin America
569618527948115968,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,negative,Virgin America
569616490380439552,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,positive,Virgin America
569615109363929088,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,neutral,Virgin America
569614365755899905,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,negative,Virgin America
569614024578600960,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,positive,Virgin America
569609971383586817,"@VirginAmerica I paid the premium to fly you across the country, you cancel my flight and offer no check fee or upgrade love? Sad face :(",negative,Virgin America
569608328998887424,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,negative,Virgin America
569599867716132864,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,positive,Virgin America
569596445680115712,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,positive,Virgin America
569596097540132864,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,negative,Virgin America
569594386066984960,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,negative,Virgin America
569580805036453888,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),positive,Virgin America
569575003248676864,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely cancelled for Monday, February 23?",neutral,Virgin America
569574961158815745,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,neutral,Virgin America
569572942381649920,@VirginAmerica having problems booking on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,negative,Virgin America
569572740723712001,@VirginAmerica How do I reschedule my cancelled flights online? The change button is greyed out!,negative,Virgin America
569566981835218944,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",negative,Virgin America
569562202405019650,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,negative,Virgin America
569541127340040192,@VirginAmerica is the website down?,negative,Virgin America
569540405676654592,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,negative,Virgin America
569494748341407744,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,negative,Virgin America
569482263345307648,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,neutral,Virgin America
569459618881019905,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,neutral,Virgin America
